25 100
20
1 30
2 852 32753
3 98924 407
2 334 98956
3 22336 221
2 484 22210
3 9579 280
2 294 9544
2 18 77724
2 129 77852
3 13796 691
3 52092 245
2 173 14122
2 211 52110
2 265 13818
2 29640 -1
2 97 14417
3 96961 233
2 200 96977
3 37026 248
2 11 37144
3 52879 185
3 10667 130
2 303 10544
2 136 52903
3 76762 336
3 94636 203
2 232 76814
2 38 94757
3 91720 346
3 28847 238
2 117 91837
2 251 28830
2 665 -1
2 110 91689
3 53357 461
2 344 53418
3 47384 118
2 289 47365
2 46 92023
3 54546 392
2 331 54576
2 127 67880
2 127 99519
3 81794 461
2 163 81969
3 66111 857
2 277 66441
3 52523 169
3 84315 982
2 885 84364
2 112 66836
2 158 66188
3 63244 489
2 528 63244
2 91 52553
2 22 81839
3 87666 612
2 106 87877
2 124 88071
2 9 87723
2 145 82178
2 147 99842
2 156 36627
2 22 36865
3 16033 309
2 167 16093
2 46 16325
3 52110 211
2 244 52094
2 113 15948
3 17311 392
2 349 17333
3 71134 94
3 42510 790
2 527 42599
3 45916 393
2 416 45904
2 200 71059
2 175 42408
3 44258 344
2 241 44297
3 24327 53
3 88071 124
3 3748 568
3 19041 413
2 109 19170
2 481 3792
2 291 87987
3 93083 351
2 635 92941
2 231 19304
3 17333 349
2 261 17377
2 136 18962
2 21 43218
2 97 24307
3 29175 277
2 292 29131
2 134 37170
3 68201 380
2 258 68262
3 79899 730
2 618 79986
2 110 47741
3 3792 481
2 80 3992
2 104 4152
3 91689 110
2 177 3771
2 46 91721
2 74 37025
3 6341 205
3 96862 64
2 184 6352
3 93719 697
2 468 93795
3 54939 340
2 311 54957
2 35 96848
3 31891 158
3 56926 481
2 138 57098
2 283 31807
2 119 56951
2 157 57245
3 21471 341
2 124 21580
2 87 94302
2 88 93669
3 39438 176
2 210 39400
3 88962 434
2 428 88954
3 49721 73
2 126 49647
2 55 1116
2 54 799
2 29 38862
2 99 82840
2 55 82686
2 107 10208
3 14668 312
2 277 14685
2 54 19723
3 32753 852
3 58203 581
3 93795 468
3 40722 162
3 23579 333
2 6 33176
3 7727 141
2 130 58454
2 138 93960
3 29131 292
2 150 32841
2 155 33364
3 88283 317
3 52094 244
2 47 29253
3 3223 248
2 98 3298
2 300 52066
2 52 23720
2 183 58660
3 46695 342
2 292 46720
2 244 58165
3 79122 293
3 41119 268
2 51 41261
2 312 88285
2 229 7683
2 301 79111
3 79513 144
3 55319 93
3 14685 277
2 324 14662
2 260 79437
2 258 55270
3 53865 346
2 827 -1
2 234 53893
3 74907 323
2 225 74949
3 41838 78
2 209 41796
3 93757 -1
2 12 40809
3 66441 277
2 451 66365
3 91188 26
3 37319 156
2 115 37365
3 47961 513
2 554 47940
3 92282 483
2 607 92209
2 90 94155
3 23298 276
2 182 23397
3 5170 150
3 9544 294
2 52 9665
2 88 93814
2 12 41162
2 56 41377
2 137 32680
3 81969 163
3 13818 265
2 45 13928
2 312 81863
2 88 33039
2 149 33536
3 74734 142
2 2 74825
2 60 9778
3 95644 286
3 85493 182
2 154 95702
2 98 85512
2 41 95580
2 163 95875
2 108 33219
3 31807 283
2 266 31815
2 170 9489
3 93669 88
3 86666 180
2 103 86704
3 90523 305
2 38 90656
3 65319 203
2 158 65380
3 57411 586
2 554 57464
3 58454 130
2 174 58447
2 101 90737
2 116 90504
2 106 93669
1101
1 100000
2 734 49633
2 419 24607
2 870 74748
2 740 11933
2 544 37057
2 157 87730
2 183 62466
3 0 -1
3 12673 -1
2 264 93811
2 466 81441
2 615 56109
2 256 68570
2 891 43171
2 465 30809
2 107 18586
2 822 5555
2 256 96909
2 627 90535
2 912 71331
2 583 65318
2 482 21409
2 941 15159
2 537 78261
2 55 84791
2 540 27647
2 145 34093
3 49633 734
2 226 49972
2 767 52770
2 49 46992
2 877 59156
2 641 40065
2 592 8859
2 878 2338
2 532 48240
3 37057 544
2 967 36668
3 21891 -1
2 270 45392
2 420 83139
2 326 86125
2 506 98329
2 189 95397
2 303 32532
2 883 19609
3 36668 967
3 96909 256
2 581 36861
2 445 96735
2 784 22857
2 101 63933
2 273 67099
2 144 92414
3 90535 627
2 535 89883
2 461 76709
3 71331 912
3 15159 941
3 32835 -1
2 692 71441
3 48240 532
3 71441 692
2 930 71322
2 995 15132
2 170 48421
3 37442 -1
2 845 79697
3 59156 877
2 367 59411
2 843 60700
2 563 57786
2 970 35064
2 722 38392
2 596 29200
2 788 25942
3 38392 722
2 976 38265
3 96735 445
3 63933 101
2 451 96732
3 45392 270
2 427 45313
2 428 63769
3 76709 461
2 475 76702
3 79697 845
2 509 79865
2 661 51153
2 169 54738
2 581 69783
3 78261 537
2 85 78478
2 583 73208
2 215 7510
2 967 10208
3 43171 891
2 973 42523
2 535 13635
3 78478 85
2 485 78278
2 641 17036
2 362 4204
2 578 880
2 164 88803
3 2338 878
2 768 2447
3 30809 465
2 445 30941
2 754 91039
3 52770 767
2 156 53198
2 55 41587
2 576 44116
2 956 52028
2 777 53657
2 459 49052
2 975 47243
3 91039 754
2 419 91206
2 733 94369
2 996 84987
2 368 86906
2 426 33251
3 15132 995
2 951 15127
2 51 93159
2 219 46256
2 608 82219
2 724 83813
2 898 55059
2 98 66451
2 924 67509
2 48 99393
3 22857 784
2 99 23199
2 130 23887
3 19609 883
2 21 20040
2 608 20431
2 754 18989
2 14 22538
2 268 31825
2 413 95952
2 245 97633
2 621 30058
2 982 7801
2 968 6459
3 95952 413
2 365 95976
2 32 64741
2 626 62896
3 30058 621
2 119 30309
2 246 79191
2 885 77285
2 446 75937
2 209 80803
2 789 56860
2 675 58542
2 386 28500
2 860 1522
2 537 3441
2 140 4990
2 111 13098
2 191 16461
2 255 70715
3 56109 615
2 556 14370
2 640 68984
2 845 73847
2 231 72614
2 935 50208
3 58542 675
2 223 58768
2 216 61896
2 202 60138
2 563 26907
2 32 25468
2 224 88233
2 91 89379
2 946 -1
2 844 17709
2 651 56083
2 94 41099
3 26907 563
2 381 26998
2 622 41771
2 430 225
2 500 36197
2 160 34571
2 443 39431
2 560 37573
2 186 91926
2 672 90476
2 555 11276
2 513 9573
2 550 21939
3 21409 482
3 36861 581
2 526 21226
3 7801 982
3 4990 140
3 15127 951
3 89883 535
2 353 15517
2 577 8003
2 993 89476
2 949 4586
3 6459 968
2 738 6574
2 379 36945
2 111 22820
2 348 44828
3 1522 860
3 39431 443
2 861 1522
2 425 39440
2 282 43665
3 16461 191
2 889 16008
2 29 92844
2 368 93326
2 138 15152
2 341 24141
3 63769 428
2 516 63873
2 317 23434
2 116 99662
3 79865 509
2 342 79949
3 40065 641
3 83813 724
3 39865 -1
2 417 40273
2 814 83768
3 71322 930
2 224 71680
2 22 71314
2 565 71976
2 35 99096
2 456 65948
2 160 66744
2 228 64931
2 366 46550
2 320 45838
3 46550 366
2 120 46673
2 104 30000
2 476 30446
3 6574 738
3 82219 608
2 322 82362
2 795 6546
2 351 79517
2 482 80306
3 69783 581
2 928 69705
3 37573 560
2 420 37584
3 73847 845
2 608 73965
2 341 48651
2 369 49557
2 53 87475
3 94369 733
3 51153 661
2 757 94357
2 421 51375
2 265 82002
2 260 82781
3 83768 814
2 900 83725
3 4586 949
2 867 4627
2 145 86606
3 20431 608
2 1 20643
2 20 20342
2 179 20845
2 432 97887
2 134 97341
2 103 25195
2 367 25537
2 217 31497
2 314 32155
2 121 81166
3 36197 500
2 396 36291
2 137 78908
2 248 13298
2 163 12804
3 71976 565
3 83725 900
3 81166 121
2 714 83818
2 630 71944
2 18 81217
2 11 59195
2 413 58352
3 95976 365
3 14370 556
2 391 95963
2 355 14483
2 71 33007
3 79517 351
2 445 79470
2 104 33833
2 228 89059
2 28 40880
2 407 39865
2 137 41321
3 91926 186
2 176 91931
3 47243 975
2 892 47285
2 372 96357
2 115 95717
2 202 72925
2 72 59922
2 343 60348
2 190 62194
2 298 61570
2 185 64472
2 65 63665
2 248 87936
3 10208 967
2 907 10227
2 284 88488
2 70 71107
2 45 71485
2 297 34256
2 221 34787
2 45 75755
2 232 76426
2 78 14956
3 55059 898
2 417 55286
2 301 55742
2 59 55067
2 314 28886
2 259 14197
2 201 28243
2 60 92230
2 36 91760
3 86606 145
2 220 86568
2 62 54555
3 63873 516
2 225 63988
3 72925 202
3 6546 795
2 146 6870
2 159 7183
2 201 6523
3 82002 265
3 25942 788
2 531 26185
3 63730 -1
2 214 82027
3 83139 420
3 2447 768
2 8 2908
2 222 83318
3 44116 576
2 479 44148
2 31 2630
2 395 2981
2 295 72879
3 8859 592
2 360 8896
2 115 9357
2 70 8703
3 95963 391
2 475 95857
2 227 53392
2 199 19792
2 292 18695
2 20 92691
2 29082 -1
3 57786 563
2 446 57777
2 91 92970
2 95 95208
2 128 26793
3 35064 970
2 604 35347
2 94 36074
2 114 35120
2 117 94157
3 1522 861
3 56083 651
2 251 1918
2 731 56086
2 407 2196
2 283 1546
3 38265 976
2 342 38551
3 67509 924
2 716 67613
3 10227 907
2 84 10639
2 334 10195
2 290 10854
2 365 38095
2 349 38992
3 16008 889
2 799 16053
2 234 20084
3 69705 928
2 510 69914
2 88 70525
2 218 69660
2 183 20411
3 52028 956
2 12 52491
2 110 52088
3 47285 892
2 767 47347
2 112 52794
3 4627 867
2 802 4659
3 33007 71
3 65318 583
3 5555 822
2 195 5894
2 40 65533
2 8 6302
2 238 5558
3 83818 714
3 43665 282
2 937 83697
2 372 43636
2 91 32997
3 24141 341
2 129 24247
2 207 65657
3 87730 157
3 69914 510
2 197 70103
2 58 87703
2 130 65281
3 84987 996
3 28243 201
2 556 85207
2 276 85806
3 77285 885
2 150 77652
3 72879 295
2 596 -1
3 17709 844
2 105 18079
2 313 77883
2 63 77383
2 168 17794
2 146 18312
2 271 72891
2 230 84911
2 22 28332
2 111 48212
2 66 47161
3 20084 234
3 25537 367
2 231 25727
3 48421 170
2 110 48432
2 445 -1
3 28886 314
2 53 29016
2 205 52242
2 223 51830
2 233 52935
2 4 52646
3 55742 301
3 83697 937
3 63988 225
3 20411 183
2 217 84057
2 333 63934
2 203 83697
2 60 84502
2 45 55872
2 276 20063
3 73965 608
2 96 74221
2 51 74507
2 109 73951
2 222 20391
2 40 7844
2 191 83084
2 149 22611
2 155 22987
3 56860 789
2 92 57251
2 177 56945
2 121 57499
2 215 27405
3 35347 604
2 205 35551
2 289 35770
2 301 35242
2 14 99255
2 200 98865
2 170 37369
2 100 36766
2 89 2740
2 28 62758
2 223 67381
2 15 68442
2 224 51147
2 9 24487
3 86906 368
2 118 87072
3 36291 396
2 492 36221
3 2196 407
2 525 -1
3 75937 446
2 235 75995
3 6310 -1
2 275 2262
3 4659 802
2 733 4695
3 6870 146
3 2740 89
2 302 6802
2 47 87309
2 62 86899
3 64472 185
2 166 64421
2 192 2688
2 17 24123
2 190 84581
3 35120 114
2 166 35042
3 22987 155
2 610 -1
2 77 23026
3 24607 419
2 220 24735
3 86125 326
3 39440 425
2 243 39481
3 55286 417
2 274 55362
3 26998 381
2 191 86229
2 11 27157
2 103 25023
2 104 24563
2 213 27180
3 89476 993
2 33 89956
2 460 90002
3 80306 482
2 495 80299
3 94357 757
3 78278 485
2 270 94606
2 544 78280
2 466 89480
3 15517 353
2 549 15397
2 257 94311
3 63730 -1
3 49557 369
2 223 49630
2 209 94937
2 18 27030
2 67 55210
3 26185 531
2 615 26068
2 129 55689
3 34787 221
2 208 34782
2 207 84284
3 85207 556
2 570 85188
2 122 25552
3 2981 395
2 489 2934
2 345 -1
2 201 3990
3 4204 362
2 460 4213
2 84 70
2 365 -1
3 94606 270
3 96732 451
3 58352 413
2 518 96776
3 36766 100
2 385 58303
3 11933 740
2 564 12035
2 279 94613
3 75755 45
2 242 75685
3 64931 228
2 225 64914
2 176 36741
2 87 724
3 39865 407
3 89480 466
3 78280 544
2 651 78226
3 38992 349
2 355 39009
3 25727 231
3 52794 112
2 123 39937
3 57777 446
2 280 57821
2 41 89692
2 394 25674
3 10195 334
2 84 10320
3 880 578
2 358 999
3 13635 535
2 442 13650
3 96776 518
2 92 96989
2 160 52712
2 256 96731
3 47347 767
2 268 47585
2 297 47884
3 34782 208
2 132 47340
3 56086 731
2 978 55942
2 269 34752
2 225 97098
3 90002 460
2 109 90178
2 170 10436
3 45313 427
2 332 45341
2 11 10197
3 74748 870
2 878 74682
2 90 69945
3 13650 442
2 651 13546
3 51830 223
2 268 51808
3 68329 -1
2 14 70405
3 64421 166
2 373 64317
2 145 89772
3 34093 145
3 42523 973
2 799 42615
2 236 33978
3 71944 630
2 538 71990
3 15397 549
2 180 15581
3 53392 227
3 62466 183
3 95857 475
3 38551 342
2 290 38589
3 12035 564
2 37218 -1
3 53657 777
3 63934 333
2 866 53521
3 79949 342
2 515 12060
2 469 63789
2 419 95885
2 32 80091
2 68 62537
3 21226 526
2 40 21461
2 152 21644
2 226 21129
2 164 15825
2 285 15293
3 90476 672
3 10854 290
2 559 90467
2 506 10746
3 31497 217
2 122 31544
2 35 11928
2 202 12588
3 90178 109
2 421 90017
2 108 42450
2 89 43480
3 5894 195
2 179 5959
2 40 89561
2 137 99820
3 27647 540
3 65948 456
2 689 27631
2 61708 -1
3 37369 170
2 382 65966
3 17036 641
3 21644 152
2 302 17172
2 327 21556
2 317 16853
2 160 17554
3 68984 640
2 745 68870
3 34256 297
2 92 34346
2 226 37341
2 83 99510
2 70 6381
2 100 39780
2 123 40105
3 16853 317
2 272 16876
2 10 77275
3 9357 115
3 85188 570
2 77 85435
3 74507 51
2 190 74404
3 15581 180
2 218 9305
2 23 85276
2 155 85581
3 97887 432
2 223 97992
2 78 15662
3 999 358
2 699 829
2 162 77468
2 137 81269
3 70103 197
2 360 70040
3 27180 213
3 43636 372
2 232 43742
3 2908 8
2 229 27172
2 161 30126
2 79 59269
2 172 81028
3 3990 201
2 200 3995
2 148 29824
2 120 59033
3 43974 -1
3 87936 248
2 16 87989
2 225 87762
3 50208 935
3 18989 754
3 5959 179
3 86568 220
3 90467 559
3 80299 495
2 455 50445
2 767 19006
2 278 90683
3 59411 367
3 34571 160
2 327 80299
2 555 59357
2 444 5827
2 468 86425
2 85 34552
2 165 50239
2 143 50952
3 83697 203
2 459 83569
2 216 90452
2 151 91008
3 9573 513
2 672 9524
2 145 88046
2 14 58195
3 16053 799
2 799 16033
3 49052 459
2 429 49096
3 71680 224
2 384 71568
3 45838 320
2 493 45718
3 64317 373
3 45718 493
2 512 45708
3 17474 -1
3 82027 214
2 250 64374
3 45708 512
2 267 45831
2 290 81989
3 24563 104
2 225 24503
2 293 -1
2 130 20679
2 63 44696
2 53 57694
3 19006 767
2 653 19063
2 179 46803
2 156 46496
3 28500 386
2 452 28459
2 67 76294
2 68 66612
3 23434 317
3 71990 538
3 53198 156
3 35770 289
2 134 72216
2 578 23303
2 181 53254
2 235 35797
2 182 71993
2 216 72374
2 178 66912
2 40 40983
3 77652 150
3 10746 506
2 367 10816
2 434 -1
2 85 77714
3 36945 379
2 299 36979
3 41771 622
2 559 41766
2 150 40710
3 24247 129
2 201 24213
2 85 80672
3 17172 302
2 9 17346
3 4213 460
2 254 4318
2 176 17366
2 168 17163
2 117 79944
3 39009 355
2 79 39140
2 198 39251
2 171 38924
2 72 80175
3 81989 290
2 396 81936
2 770 -1
2 16 87607
2 34 44044
3 35042 166
3 225 430
3 87072 118
2 133 372
2 116 87077
3 24213 201
3 58303 385
2 223 58377
2 256 24185
3 17794 168
2 274 17759
2 122 35070
2 132 548
3 57821 280
2 293 57824
3 19063 653
2 522 19128
2 33 246
2 27 43642
2 147 25309
3 41766 559
2 799 41646
3 2688 192
2 30499 -1
2 249 2673
2 149 7351
3 47161 66
2 172 47104
2 132 54405
2 139 58223
3 9524 672
2 523 9598
2 37 58665
3 95885 419
2 507 95841
3 62758 28
2 49 62726
2 97 45210
3 27405 215
3 68870 745
2 754 68866
2 182 27425
2 94 33122
2 30 32901
3 59357 555
2 57 59606
2 211 59687
2 137 59408
3 53521 866
2 250 53795
3 16033 799
2 609 16128
3 18695 292
2 297 18762
3 29200 596
2 459 29217
2 24 53603
2 103 54173
2 57 53490
3 17366 176
3 41646 799
3 49096 429
2 355 41868
2 586 49018
2 225 42224
3 42615 799
2 486 42776
3 63789 469
2 159 63972
3 18312 146
2 135 18317
2 66 64219
2 139 63781
3 4695 733
2 288 4921
2 252 4620
3 11276 555
2 252 11429
2 178 5294
2 184 11712
3 51808 268
2 238 51823
3 45831 267
2 120 45904
3 95717 115
3 60700 843
2 318 60971
3 97633 245
3 28459 452
2 105 28632
2 337 97565
3 74404 190
2 348 74325
3 86425 468
2 476 86421
3 21939 550
2 96 22162
3 33122 94
3 30126 161
2 58 61400
3 68866 754
2 301 69092
2 167 22314
2 128 60767
3 24185 256
2 211 24208
2 222 21911
2 70 28841
2 274 28356
3 68570 256
3 77383 63
3 3995 200
2 404 68572
2 287 4004
2 161 69446
2 198 95614
3 81936 396
2 172 82048
2 84 11264
2 123 46078
3 38095 365
2 301 38146
2 171 45703
2 93 41708
2 180 42577
3 58768 223
2 176 58779
2 190 43276
2 32 30190
2 137 17386
3 24735 220
3 5294 178
3 94311 257
2 332 5217
3 62896 626
2 255 63092
2 179 94354
2 43 63484
3 80299 327
2 718 -1
2 284 80317
2 67 62900
2 121 24815
2 68 77342
3 42450 108
3 63972 159
2 20 64059
3 38924 171
2 238 38890
2 166 53628
3 24503 225
2 181 24565
3 74682 878
3 25023 103
3 93811 264
2 259 75049
2 330 93760
2 52 75470
2 19 74851
3 47104 172
3 25468 32
3 91206 419
3 83569 459
2 163 91378
2 346 83625
3 58377 223
2 280 58373
2 33 47174
2 61 25035
2 79 91229
2 143 91579
3 77342 68
3 81028 172
2 69 81080
3 37584 420
2 334 37689
3 67613 716
3 22314 167
3 88803 164
3 12060 515
2 74 67986
2 513 12019
2 207 67691
3 90017 421
3 88046 145
2 263 90089
2 230 68136
3 27631 689
2 654 27642
3 33251 426
3 43742 232
2 602 33159
3 98329 506
3 18762 297
2 331 98374
3 95614 198
2 214 18803
2 219 43747
3 65966 382
2 517 65899
3 71568 384
3 86899 62
2 954 -1
2 338 71592
2 271 88780
2 129 22333
2 164 95631
2 32 88103
2 145 77304
3 85806 276
3 53795 250
2 98 85933
2 69 53949
3 58779 176
2 132 58801
2 47 86106
2 5 85832
3 78226 651
2 582 78261
3 96357 372
2 248 96415
2 231 -1
2 180 86897
3 33159 602
3 88488 284
2 111 33405
3 9598 523
2 630 9545
2 327 -1
2 8 88614
2 94 33199
3 32155 314
2 18 32303
2 74 33637
2 194 32329
3 1546 283
3 57499 121
2 233 1606
2 339 57349
2 161 32117
2 90 74914
3 27642 654
3 40273 417
2 231 27854
2 29 40454
1301
1 100000
2 99415 292
2 40 99833
2 42 125
3 292 99415
2 112 49944
2 600 24755
2 159 74865
2 882 62019
2 405 87226
3 62901 -1
2 17062 29118
2 571 12175
3 29118 17062
2 832 37233
2 808 80721
2 871 93296
2 341 18580
2 811 5765
2 199 68783
3 12175 571
2 43 12556
2 262 55906
3 24755 600
2 330 27912
3 38065 -1
3 38065 -1
2 325 43842
3 56168 -1
2 103 23365
2 668 32403
2 716 15231
3 94167 -1
2 42 9545
3 5765 811
2 7610 1051
2 914 71466
2 836 65424
2 682 58752
2 874 52544
2 348 40779
2 3627 45242
2 159 77793
2 93 84331
3 1051 7610
3 37233 832
2 122 4795
2 913 36468
2 932 96534
2 870 90028
2 576 2193
2 780 6841
2 618 20834
2 873 25253
2 895 29875
2 890 38635
2 800 34369
2 640 10751
3 45242 3627
3 36468 913
2 579 46766
2 812 36496
2 849 82505
2 596 85527
2 19 76399
3 29875 895
3 21452 -1
2 139 30253
3 62019 882
2 122 62368
3 2193 576
2 73 2444
3 47345 -1
3 52544 874
2 112 52925
2 27 60887
2 584 63665
3 55906 262
2 593 55598
2 3 51489
3 96534 932
2 747 96626
3 35169 -1
2 513 79080
2 790 42089
2 245 17141
3 82505 849
2 70169 -1
2 665 82597
3 20834 618
2 460 20913
2 878 13476
3 25253 873
2 119 25630
2 700 45116
3 55598 593
3 64249 -1
2 208 55790
2 496 57127
2 12876 -1
2 972 53927
3 27912 330
3 32403 668
2 531 27735
2 2131 31315
2 227 48531
2 603 67220
2 650 73297
2 2143 69152
3 71466 914
2 651 98277
3 67220 603
2 69 67487
2 106 95343
2 386 91904
2 294 88682
2 386 3463
2 979 816
2 392 24353
3 38635 890
3 90028 870
3 58752 682
2 45943 -1
2 130 38978
3 39108 -1
3 69152 2143
2 256 71011
2 882 58814
2 811 90034
3 85527 596
2 911 85369
2 917 71823
3 6841 780
3 45116 700
2 673 6894
2 22 45455
3 46766 579
2 536 46736
2 12 69990
2 669 19582
3 31315 2131
2 701 32030
2 440 22149
2 862 28828
2 57 26713
2 566 8273
2 749 5531
2 694 39596
2 585 37850
2 943 30739
2 422 33339
3 90034 811
3 27735 531
2 488 90196
2 967 27315
3 28828 862
2 549 28993
2 501 61390
2 195 50675
2 668 51874
3 20913 460
3 68783 199
2 897 68324
3 30739 943
2 836 20782
2 533 30944
2 153 75635
3 42089 790
2 17 42476
3 65424 836
2 851 65442
2 787 76712
3 40779 348
2 787 40989
2 180 43077
2 263 35701
3 17141 245
2 647 16940
3 36496 812
2 560 36627
2 638 44492
3 34369 800
3 85369 911
2 423 85613
2 261 34600
2 344 45934
2 679 47562
2 769 89201
2 94 91247
3 24745 -1
2 613 66583
2 562 64564
2 539 57949
3 37850 585
2 529 37818
2 29 60277
2 310 86476
3 33339 422
2 82 33624
2 357 84840
3 65442 851
2 803 65453
2 58 49322
3 57949 539
3 32030 701
3 20782 836
2 572 32264
3 51874 668
3 37818 529
2 715 20842
3 71823 917
3 38978 130
3 59696 -1
2 351 38216
2 76 72244
3 32264 572
3 93296 871
2 30 93801
2 536 32282
3 88682 294
2 609 88111
2 940 94117
3 20842 715
3 94117 940
3 65453 803
2 467 20966
2 333 94420
2 301 92895
3 82597 665
2 946 82457
2 677 65516
2 663 51877
2 213 58112
2 47 96014
2 346 62904
2 798 11574
2 110 10114
2 973 56076
2 67 78482
2 511 79901
2 913 37245
3 43077 180
3 36627 560
3 37245 913
2 333 36923
2 250 43042
2 981 38591
2 569 70222
2 446 16220
3 61390 501
3 64249 -1
2 397 61442
3 43292 -1
2 987 17590
2 376 71567
2 608 72504
2 810 25826
3 68324 897
3 17590 987
2 108 68719
2 280 67997
2 763 69027
2 43 18062
2 123 37674
2 606 36140
2 911 2534
2 779 3932
3 25630 119
2 757 24907
3 57127 496
2 825 57168
3 80721 808
2 493 81188
2 15 83859
3 88111 609
2 872 87980
2 205 74303
2 788 98986
3 87980 872
2 572 88130
3 32282 536
2 962 32069
3 38216 351
3 39596 694
2 14 40273
2 867 97391
3 816 979
3 42493 -1
3 58814 882
2 943 834
2 839 58881
2 189 34058
3 64564 562
3 19582 669
2 29 19929
2 96539 -1
3 66583 613
3 65516 677
2 342 65697
2 464 64741
2 751 66387
2 692 19079
2 364 20280
2 179 55255
3 51877 663
2 461 51978
2 641 53161
2 36 23892
3 28993 549
3 85613 423
2 948 28793
2 199 85737
2 295 12890
2 754 14415
3 57168 825
2 68 57546
2 697 34932
2 556 37916
2 320 22817
3 94420 333
2 210 94482
3 79080 513
3 58881 839
2 568 59017
2 887 78781
3 75635 153
2 754 75334
3 13476 878
2 531 13534
3 61442 397
2 289 61496
2 298 80651
2 255 81941
3 19079 692
2 935 18957
3 14065 -1
3 34932 697
2 561 35000
2 305 21638
2 281 7779
2 20 9182
2 656 40310
3 5531 749
3 0 -1
2 193 5809
2 448 5139
2 635 6130
3 83874 -1
3 21638 305
3 83859 15
2 667 83533
3 96014 47
2 910 95582
2 248 21667
2 333 39756
3 45934 344
2 579 45817
2 593 41829
2 81 58630
2 363 59749
2 253 374
2 663 1779
2 442 93935
2 889 -1
2 512 94761
2 611 50060
3 93935 442
2 491 93911
3 14415 754
2 590 14353
2 289 51035
3 28793 948
2 495 29020
2 255 28523
3 36923 333
2 522 36949
2 558 29605
2 134 92525
2 564 93216
2 159 33248
2 175 31685
2 193 61980
2 116 61147
2 58 60567
2 248 48916
2 258 49533
2 371 90780
3 37674 123
2 61 91592
2 380 30478
2 424 43355
2 182 42676
2 78 27003
3 76712 787
2 622 76794
2 77 85428
2 296 86058
3 30944 533
3 69027 763
3 91904 386
2 792 69012
3 90196 488
2 193 91992
2 181 31181
3 28523 255
2 652 90049
2 254 28524
3 11574 798
2 740 11603
3 74303 205
2 552 74130
2 231 78101
2 238 9731
2 235 10370
2 320 87720
3 63665 584
2 106 63942
2 574 64107
2 499 63346
3 61147 116
2 452 60979
2 388 88757
2 377 57674
2 79 57258
3 55790 208
3 2534 911
3 24353 392
2 419 24208
2 331 2824
3 3463 386
3 60979 452
2 330 3378
2 64 55723
3 56076 973
2 812 56116
3 91992 193
3 9731 238
2 560 91809
2 510 60950
3 38591 981
2 301 38963
2 523 9589
3 81188 493
2 583 81153
2 314 39353
2 372 65265
3 32069 962
3 87226 405
2 662 32223
2 555 86975
2 235 38600
2 123 51673
2 486 52439
2 333 17658
2 234 18225
2 234 37576
2 263 68366
3 15231 716
3 82457 946
3 65697 342
3 88757 388
2 218 82755
3 41829 593
2 514 15324
3 52439 486
2 249 65887
2 223 42014
3 86058 296
2 190 83158
3 75334 754
2 452 75485
2 345 82303
3 6130 635
2 454 6221
3 16940 647
3 31685 175
2 61 17131
3 35964 -1
2 524 31530
2 201 86105
3 13185 -1
2 161 88871
2 362 52501
3 40273 14
2 15 17417
3 2824 331
2 432 2731
3 93911 491
2 628 93842
2 305 16746
2 77 76129
3 43355 424
2 25 43554
2 47 75231
2 425 67564
2 16 23672
3 6894 673
3 3378 330
2 648 6903
3 24208 419
2 712 24061
2 120 3487
2 24 84620
3 3932 779
2 671 3865
3 45817 579
2 449 45882
2 203 62595
2 7 45676
2 339 46364
3 68366 263
2 66513 -1
2 301 68347
2 284 15887
2 37 15115
2 173 77518
2 232 76490
2 154 32989
2 270 54942
2 259 34294
2 298 33733
3 66387 751
2 117 66753
3 38472 -1
2 175 66357
3 31530 524
3 22817 320
3 53161 641
2 318 53323
2 394 31595
3 82755 218
3 28524 254
3 98277 651
2 430 22762
3 10370 235
2 205 28548
2 707 98268
3 56116 812
3 92895 301
2 954 56045
3 74865 159
3 43292 -1
2 328 67014
3 59749 363
2 176 59843
3 84331 93
2 471 92702
3 54942 270
2 486 74713
2 298 10338
2 490 82658
3 75485 452
3 18957 935
3 66136 -1
2 578 19136
2 8 75699
3 65265 372
3 37916 556
3 40310 656
2 853 40112
2 372 38019
2 84 65504
3 92702 471
3 56045 954
2 735 56155
3 29605 558
3 22762 430
2 130 22912
3 7779 281
2 306 29731
2 203 7810
3 24061 712
3 93216 564
2 155 93152
3 27315 967
2 468 27580
2 893 23971
3 88871 161
2 417 28089
2 442 27109
3 47562 679
2 640 47581
2 175 88864
3 47581 640
3 3865 671
3 70222 569
2 278 47762
2 847 3777
3 8273 566
2 622 8286
3 81153 583
2 3 70505
3 16746 305
2 194 81348
3 35000 561
2 391 35085
3 94761 512
2 315 94860
2 1 70253
3 78781 887
2 803 78823
2 144 70687
2 135 93486
2 179 92816
3 374 253
2 157 422
3 71011 256
3 43842 325
2 349 43861
2 451 70973
2 362 48104
3 74713 486
3 46736 536
2 996 46734
2 138 74887
2 333 16732
2 208 75814
2 81 75448
2 7 84406
3 60950 510
3 33248 159
3 81941 255
3 46734 996
2 549 46958
2 225 81810
2 575 60917
2 189 33289
3 19136 578
2 422 19214
2 3 81147
2 25 55958
3 82303 345
3 50675 195
2 482 82105
2 84 57032
2 272 50717
2 285 54934
3 34600 261
3 36949 522
2 764 36779
3 67487 69
2 226 34706
3 70973 451
3 86105 201
3 29020 495
3 22149 440
2 801 22013
2 546 28969
2 468 70965
3 18580 341
2 675 18499
2 121 86145
